step,observation,raw_adjustments,adjusted,reward,death_count
270,"[0, -1, 0, 156.79517672269466, -2.5700565645605193, 26.238221843042147]","[1.5006579189139782, 0.0, -1.5006579189139782]","[1.5006579189139782, 0.0, -1.5006579189139782]",3.624965,0
271,"[0, -1, 0, 157.6083169370118, -2.5700565645605193, 24.050046219531332]","[-0.9968936880497588, 0.0, 0.9968936880497585]","[-0.9968936880497588, 0.0, 0.9968936880497585]",3.904809,0
272,"[0, -1, 0, 156.06382786039626, -2.5700565645605193, 24.49934451901529]","[3.1927702727812464, 0.0, -3.1927702727812464]","[3.1927702727812464, 0.0, -3.1927702727812464]",4.520331,0
273,"[0, -1, 0, 159.01676383671347, -2.5700565645605193, 21.066739949770007]","[-1.0911214722743472, 0.0, 1.0911214722743474]","[-1.0911214722743472, 0.0, 1.0911214722743474]",3.986350,0
274,"[0, -1, 0, 157.41881731444522, -2.5700565645605193, 21.651036372050466]","[-2.9706012250390113, 0.0, 2.970601225039011]","[-2.9706012250390113, 0.0, 2.970601225039011]",4.093620,0
275,"[0, -1, 0, 153.9950263217282, -2.5700565645605193, 24.168447829411477]","[-2.738709753946717, 0.0, 2.7387097539467167]","[-2.738709753946717, 0.0, 2.7387097539467167]",3.538492,0
276,"[0, -1, 0, 150.5255626970514, -2.5700565645605193, 26.176403712628126]","[-1.4569060219851866, 0.0, 1.4569060219851866]","[-1.4569060219851866, 0.0, 1.4569060219851866]",3.800397,0
277,"[0, -1, 0, 148.4688550975467, -2.5700565645605193, 27.033508157093802]","[2.3794217452808324, 0.0, -2.379421745280833]","[2.3794217452808324, 0.0, -2.379421745280833]",4.200301,0
278,"[0, -1, 0, 150.44842727715462, -2.5700565645605193, 24.254236846140042]","[-4.514089764753663, 0.0, 4.514089764753663]","[-4.514089764753663, 0.0, 4.514089764753663]",4.264455,0
279,"[0, -1, 0, 145.56656515430797, -2.5700565645605193, 28.40055425280071]","[0.7212828207243971, 0.0, -0.7212828207243971]","[0.7212828207243971, 0.0, -0.7212828207243971]",4.258241,0
280,"[0, -1, 0, 145.91696853230823, -2.5700565645605193, 27.308391989352177]","[0.5666194839721657, 0.0, -0.5666194839721661]","[0.5666194839721657, 0.0, -0.5666194839721661]",4.398027,0
281,"[0, -1, 0, 146.18260140273028, -2.5700565645605193, 26.44078589182991]","[-1.4571843847840358, 0.0, 1.4571843847840358]","[-1.4571843847840358, 0.0, 1.4571843847840358]",4.827216,0
282,"[0, -1, 0, 144.63902502028924, -2.5700565645605193, 27.811578278956944]","[3.0253444392478426, 0.0, -3.0253444392478426]","[3.0253444392478426, 0.0, -3.0253444392478426]",4.288746,0
283,"[0, -1, 0, 147.3087426119348, -2.5700565645605193, 24.43060699210681]","[-0.3346867219413191, 0.0, 0.3346867219413191]","[-0.3346867219413191, 0.0, 0.3346867219413191]",3.902546,0
284,"[0, -1, 0, 146.425329020321, -2.5700565645605193, 24.216566844375627]","[-0.5104215063076429, 0.0, 0.5104215063076429]","[-0.5104215063076429, 0.0, 0.5104215063076429]",3.857447,0
285,"[0, -1, 0, 145.34363124101904, -2.5700565645605193, 24.15571207768896]","[1.1019511774676938, 0.0, -1.101951177467694]","[1.1019511774676938, 0.0, -1.101951177467694]",4.293384,0
286,"[0, -1, 0, 146.0922742102324, -2.5700565645605193, 22.700452691966927]","[0.5955790073716639, 0.0, -0.595579007371664]","[0.5955790073716639, 0.0, -0.595579007371664]",4.023250,0
287,"[0, -1, 0, 146.19947841544163, -2.5700565645605193, 21.61649888243284]","[1.3322214035684903, 0.0, -1.3322214035684898]","[1.3322214035684903, 0.0, -1.3322214035684898]",4.263153,0
288,"[0, -1, 0, 147.163276114065, -2.5700565645605193, 19.915853773919228]","[-2.7001234706516017, 0.0, 2.7001234706516017]","[-2.7001234706516017, 0.0, 2.7001234706516017]",3.809992,0
289,"[0, -1, 0, 143.86814865802748, -2.5700565645605193, 22.0209732591849]","[3.845253271196267, 0.0, -3.8452532711962664]","[3.845253271196267, 0.0, -3.8452532711962664]",3.984300,0
290,"[0, -1, 0, 147.20555207847326, -2.5700565645605193, 17.66787013723814]","[-3.682017812656743, 0.0, 3.682017812656743]","[-3.682017812656743, 0.0, 3.682017812656743]",3.964416,0
291,"[0, -1, 0, 143.00574223075543, -2.5700565645605193, 20.832095914833804]","[-1.6440057271104398, 0.0, 1.6440057271104398]","[-1.6440057271104398, 0.0, 1.6440057271104398]",4.015586,0
292,"[0, -1, 0, 140.86952965297883, -2.5700565645605193, 21.98389479127807]","[1.7615924570742492, 0.0, -1.7615924570742492]","[1.7615924570742492, 0.0, -1.7615924570742492]",3.842428,0
293,"[0, -1, 0, 142.05233633474188, -2.5700565645605193, 19.64351655889262]","[-3.219263015049594, 0.0, 3.219263015049594]","[-3.219263015049594, 0.0, 3.219263015049594]",3.906102,0
294,"[2, -1, 0, 138.28612445094493, -2.5700565645605193, 22.315830705194866]","[4.346583686332494, 0.0, -4.346583686332494]","[4.346583686332494, 0.0, -4.346583686332494]",10.217031,0
295,"[0, -1, 0, 140.6565991963281, -2.5700565645605193, 25.162386587221476]","[-3.8539872542388647, 0.0, 3.8539872542388642]","[-3.8539872542388647, 0.0, 3.8539872542388642]",4.085711,0
296,"[0, -1, 0, 136.3454675145037, -2.5700565645605193, 28.55922941387479]","[1.3747457232342062, 0.0, -1.3747457232342062]","[1.3747457232342062, 0.0, -1.3747457232342062]",3.911538,0
297,"[0, -1, 0, 137.1759820614693, -2.5700565645605193, 26.640252514372005]","[-4.38548177243597, 0.0, 4.38548177243597]","[-4.38548177243597, 0.0, 4.38548177243597]",4.398342,0
298,"[0, -1, 0, 132.48967150355494, -2.5700565645605193, 30.724905501329573]","[0.6472824432775459, 0.0, -0.6472824432775455]","[0.6472824432775459, 0.0, -0.6472824432775455]",3.577781,0
299,"[0, -1, 0, 132.42584436479777, -2.5700565645605193, 29.366513476017307]","[2.383350169143545, 0.0, -2.383350169143545]","[2.383350169143545, 0.0, -2.383350169143545]",3.938236,0
300,"[0, -1, 0, 134.27831246289858, -2.5700565645605193, 26.452281235831038]","[-0.8328813842166144, 0.0, 0.8328813842166145]","[-0.8328813842166144, 0.0, 0.8328813842166145]",4.101446,0
301,"[0, -1, 0, 132.99615428519536, -2.5700565645605193, 26.835885826561043]","[-2.2444493651097694, 0.0, 2.24444936510977]","[-2.2444493651097694, 0.0, 2.24444936510977]",3.653129,0
302,"[0, -1, 0, 130.07826934984854, -2.5700565645605193, 28.406899621433773]","[-2.7032121829193025, 0.0, 2.7032121829193025]","[-2.7032121829193025, 0.0, 2.7032121829193025]",4.253109,0
303,"[0, -1, 0, 127.0016114172185, -2.5700565645605193, 30.73666605464233]","[4.293390032780893, 0.0, -4.293390032780893]","[4.293390032780893, 0.0, -4.293390032780893]",4.376963,0
304,"[0, -1, 0, 130.98348319169844, -2.5700565645605193, 26.131757763560497]","[3.166142977205027, 0.0, -3.166142977205027]","[3.166142977205027, 0.0, -3.166142977205027]",4.172896,0
305,"[0, -1, 0, 133.73607403375385, -2.5700565645605193, 22.55206265120585]","[-1.2397170033825453, 0.0, 1.239717003382545]","[-1.2397170033825453, 0.0, 1.239717003382545]",4.784802,0
306,"[0, -1, 0, 132.38875801407676, -2.5700565645605193, 23.684180638293846]","[0.1774704794562787, 0.0, -0.1774704794562787]","[0.1774704794562787, 0.0, -0.1774704794562787]",4.101686,0
307,"[1, -1, 0, 132.11707141219762, -2.5700565645605193, 23.05755307750216]","[0.05327974922869938, 0.0, -0.05327974922869938]","[0.05327974922869938, 0.0, -0.05327974922869938]",12.385039,0
308,"[0, -1, 0, 132.5576978725825, -2.5700565645605193, 30.00196541706828]","[-2.588091178410761, 0.0, 2.588091178410761]","[-2.588091178410761, 0.0, 2.588091178410761]",4.079628,0
309,"[0, -1, 2, 129.50942085501507, -2.5700565645605193, 32.12987075632235]","[-2.8616548210178863, 0.0, 2.8616548210178867]","[-2.8616548210178863, 0.0, 2.8616548210178867]",9.062599,0
310,"[0, -1, 0, 133.40802850600198, -2.5700565645605193, 32.29386226451005]","[-2.426098503841043, 0.0, 2.4260985038410436]","[-2.426098503841043, 0.0, 2.4260985038410436]",3.790854,0
311,"[0, -1, 0, 130.37735684099542, -2.5700565645605193, 34.11538760718556]","[2.133636003673875, 0.0, -2.1336360036738746]","[2.133636003673875, 0.0, -2.1336360036738746]",3.844748,0
312,"[0, -1, 0, 131.93336690957616, -2.5700565645605193, 31.40412566841857]","[3.463330652044518, 0.0, -3.4633306520445184]","[3.463330652044518, 0.0, -3.4633306520445184]",3.847219,0
313,"[0, -1, 0, 134.8203068452643, -2.5700565645605193, 27.364404300017668]","[3.6771349842586414, 0.0, -3.6771349842586414]","[3.6771349842586414, 0.0, -3.6771349842586414]",4.145828,0
314,"[0, -1, 0, 138.07035562481425, -2.5700565645605193, 23.26018311105033]","[5.5953376858549975, 0.0, -5.5953376858549975]","[5.5953376858549975, 0.0, -5.5953376858549975]",4.163634,0
315,"[0, -1, 0, 143.24751008834812, -2.5700565645605193, 17.246662202874212]","[0.792511150907516, 0.0, -0.792511150907516]","[0.792511150907516, 0.0, -0.792511150907516]",3.478176,0
316,"[0, -1, 0, 143.2791093771094, -2.5700565645605193, 15.693239189820439]","[1.853780508315392, 0.0, -1.8537805083153924]","[1.853780508315392, 0.0, -1.8537805083153924]",4.300271,0
317,"[0, -1, 0, 144.7830253468034, -2.5700565645605193, 13.48959414288369]","[0.5660854738921779, 0.0, -0.5660854738921781]","[0.5660854738921779, 0.0, -0.5660854738921781]",3.856903,0
318,"[0, -1, 0, 144.77756243915692, -2.5700565645605193, 12.351960287452851]","[4.354921357082035, 0.0, -4.354921357082035]","[4.354921357082035, 0.0, -4.354921357082035]",3.827430,0
319,"[0, -1, 2, 148.54619879720897, -2.5700565645605193, 7.41075393134084]","[-0.03513550551101241, 0.0, 0.03513550551101241]","[-0.03513550551101241, 0.0, 0.03513550551101241]",9.725805,0
320,"[0, -1, 0, 156.12469764868996, -2.5700565645605193, 4.558059828808801]","[-1.0470638545352702, 0.0, 1.0470638545352706]","[-1.0470638545352702, 0.0, 1.0470638545352706]",4.170064,0
321,"[0, -1, 0, 154.6626657720912, -2.5700565645605193, 5.190155661280588]","[2.405304832645421, 0.0, -2.405304832645421]","[2.405304832645421, 0.0, -2.405304832645421]",3.921639,0
322,"[0, -1, 0, 156.52879024981854, -2.5700565645605193, 2.2456704737170816]","[-2.430109895881385, 0.0, 2.430109895881385]","[-2.430109895881385, 0.0, 2.430109895881385]",3.935618,0
323,"[0, -1, 0, 153.5664894864031, -2.5700565645605193, 4.143589502064396]","[0.9238808710396245, 0.0, -0.9238808710396245]","[0.9238808710396245, 0.0, -0.9238808710396245]",3.778406,0
324,"[0, -1, 0, 153.87957312391097, -2.5700565645605193, 2.608911397493019]","[5.993163337310752, 0.0, -5.993163337310751]","[5.993163337310752, 0.0, -5.993163337310751]",8.221527,1
325,"[0, -1, -1, 159.60109984182154, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.467383,0
326,"[0, -1, -1, 165.5684826761029, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.398817,0
327,"[1, -1, -1, 173.4672997161011, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",3.157941,0
328,"[0, -1, -1, 174.1252405000959, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.090435,0
329,"[0, -1, -1, 181.71567598618873, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.742988,0
330,"[0, -1, -1, 188.95866415284394, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.346586,0
331,"[0, -1, -1, 196.80525038680588, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.019939,0
332,"[0, -1, -1, 204.3251891732297, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.436976,0
333,"[0, -1, -1, 212.26216516033622, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.927528,0
334,"[0, -1, -1, 218.6896928540811, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.567959,0
335,"[0, -1, -1, 225.75765196887033, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.947065,0
336,"[0, -1, -1, 234.20471726377355, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.039883,0
337,"[0, -1, -1, 241.74459995401736, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.730349,0
338,"[0, -1, -1, 249.97494879623258, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.999697,0
339,"[0, -1, -1, 257.47464594708504, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",7.638623,0
340,"[0, -1, -1, 262.6132690946245, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.364552,0
341,"[0, -1, -1, 271.4778215812735, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.837352,0
342,"[0, -1, -1, 279.8151733785325, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.611556,0
343,"[0, -1, -1, 287.9267296009214, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.132143,0
344,"[0, -1, -1, 294.55887301129394, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.523904,0
345,"[0, -1, -1, 301.5827772074337, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.400983,0
346,"[0, -1, -1, 308.48376057963424, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.908522,0
347,"[0, -1, -1, 316.8922821284751, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.776869,0
348,"[0, -1, -1, 323.1691511947866, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.681451,0
349,"[0, -1, -1, 331.35060212874134, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.391096,0
350,"[0, -1, -1, 339.24169764077806, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.060019,0
351,"[0, -1, -1, 347.8017164775695, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.423169,0
352,"[0, -1, -1, 355.72488502702504, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.402514,0
353,"[0, -1, -1, 363.6273987264311, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.601199,0
354,"[0, -1, -1, 370.72859770105373, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",7.807675,0
355,"[0, -1, -1, 376.03627299819044, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.429783,0
356,"[0, -1, -1, 382.9660563100535, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.907303,0
357,"[0, -1, -1, 391.373359597739, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.335693,0
358,"[0, -1, -1, 399.2090527332373, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.195983,0
359,"[0, -1, -1, 405.9050362263174, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.968181,0
360,"[0, -1, -1, 414.3732167943576, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.451377,0
361,"[0, -1, -1, 423.3245934802153, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.760857,0
362,"[0, -1, -1, 430.58545087640795, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.127098,0
363,"[0, -1, -1, 437.21254856136466, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.758483,0
364,"[0, -1, -1, 443.4710315080318, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.967866,0
365,"[0, -1, -1, 450.9388978750778, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",7.984304,0
366,"[0, -1, -1, 456.42320237196856, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.199137,0
367,"[0, -1, -1, 463.1223393679741, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.608649,0
368,"[2, -1, -1, 469.2309888000513, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",0.576773,0
369,"[0, -1, -1, 467.30776174619996, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.805382,0
370,"[0, -1, -1, 475.61314329956645, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.181471,0
371,"[1, -1, -1, 483.2946139994764, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",3.005515,0
372,"[0, -1, -1, 483.80012853127806, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.966456,0
373,"[0, -1, -1, 492.2665844067507, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.469644,0
374,"[0, -1, -1, 498.2362288899359, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.532320,0
375,"[0, -1, -1, 504.26854883008133, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.374976,0
376,"[0, -1, -1, 511.1435249467358, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.682764,0
377,"[0, -1, -1, 518.3262887165623, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.350810,0
378,"[0, -1, -1, 525.1770987052056, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.451415,0
379,"[0, -1, -1, 533.1285132723222, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.817160,0
380,"[0, -1, -1, 541.4456733521122, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.542431,0
381,"[0, -1, -1, 549.4881044065211, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.120385,0
382,"[0, -1, -1, 557.1084893058812, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.308605,0
383,"[0, -1, -1, 563.9170942013379, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.459280,0
384,"[0, -1, -1, 571.8763739009717, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.226605,0
385,"[0, -1, -1, 580.6029790007927, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.668036,0
386,"[0, -1, -1, 587.7710150354543, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",7.948829,0
387,"[0, -1, -1, 593.2198437200653, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.042845,0
388,"[0, -1, -1, 600.7626887122544, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.109784,0
389,"[0, -1, -1, 607.3724723777075, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.056876,0
390,"[0, -1, -1, 614.9293485126981, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.620909,0
391,"[0, -1, -1, 623.0502576119782, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.647160,0
392,"[0, -1, -1, 631.1974174567988, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.598297,0
393,"[0, -1, -1, 639.2957143464902, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.969933,0
394,"[0, -1, -1, 645.7656477609153, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.075959,0
395,"[0, -1, -1, 652.3416066995796, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.710611,0
396,"[0, -1, -1, 659.5522177806264, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.409557,0
397,"[0, -1, -1, 668.461774301605, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.269684,0
398,"[0, -1, -1, 677.2314580077261, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.302850,0
399,"[0, -1, -1, 686.034308347989, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.155262,0
400,"[0, -1, -1, 693.6895699924652, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.795694,0
401,"[0, -1, -1, 701.9852643361917, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.128814,0
402,"[0, -1, -1, 709.6140783073675, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.193931,0
403,"[0, -1, -1, 718.3080094752357, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.422839,0
404,"[0, -1, -1, 725.2308482653702, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.492228,0
405,"[0, -1, -1, 731.2230765830581, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.744116,0
406,"[0, -1, -1, 739.4671925194506, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.400471,0
407,"[0, -1, -1, 747.3676631711626, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.357420,0
408,"[0, -1, -1, 755.2250829744303, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.170459,0
409,"[0, -1, -1, 762.895541855538, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.032727,0
410,"[0, -1, -1, 770.4282689356306, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.958410,0
411,"[0, -1, -1, 777.8866792035624, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.144485,0
412,"[0, -1, -1, 785.5311645909733, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",7.964857,0
413,"[0, -1, -1, 790.9960216213555, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.083874,0
414,"[0, -1, -1, 797.5798953201225, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.207041,0
415,"[0, -1, -1, 804.2869365870511, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.347836,0
416,"[0, -1, -1, 813.1347724715001, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.092020,0
417,"[0, -1, -1, 818.7267924168166, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.789434,0
418,"[0, -1, -1, 826.016226440487, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.697184,0
419,"[0, -1, -1, 832.213410115778, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.216859,0
420,"[0, -1, -1, 839.9302694691268, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.661782,0
421,"[0, -1, -1, 846.0920510095823, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.638370,0
422,"[0, -1, -1, 852.2304211391954, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.355001,0
423,"[0, -1, -1, 861.0854225508599, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",12.063784,0
424,"[0, -1, -1, 870.6492067511193, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.162711,0
425,"[0, -1, -1, 878.3119179666498, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",12.227712,0
426,"[0, -1, -1, 888.0396296921589, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.313819,0
427,"[0, -1, -1, 894.853448816215, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.103684,0
428,"[0, -1, -1, 902.4571326537412, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.989511,0
429,"[0, -1, -1, 909.9466440859686, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.658634,0
