step,observation,raw_adjustments,adjusted,reward,death_count
772,"[0, -1, -1, 3257.005237534208, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.894340,0
773,"[0, -1, -1, 3263.399577071445, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",12.134577,0
774,"[0, -1, -1, 3273.0341545149095, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",7.747561,0
775,"[0, -1, -1, 3278.281715242484, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.272165,0
776,"[0, -1, -1, 3287.0538800967424, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.515094,0
777,"[0, -1, -1, 3293.0689736441327, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.405590,0
778,"[0, -1, -1, 3300.974563295927, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.310573,0
779,"[0, -1, -1, 3308.785136201866, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.645636,0
780,"[0, -1, -1, 3314.930772233126, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.933291,0
781,"[0, -1, -1, 3322.3640637183858, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.019902,0
782,"[0, -1, -1, 3329.8839655798406, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.628943,0
783,"[0, -1, -1, 3336.012908285587, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.901773,0
784,"[0, -1, -1, 3343.4146814163682, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.426956,0
785,"[0, -1, -1, 3350.341637205243, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",12.133044,0
786,"[0, -1, -1, 3359.974681093533, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.226071,0
787,"[0, -1, -1, 3365.7007518534665, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.968171,0
788,"[0, -1, -1, 3373.1689230258194, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.828210,0
789,"[0, -1, -1, 3380.497132633523, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.129878,0
790,"[0, -1, -1, 3387.1270110302844, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.644260,0
791,"[0, -1, -1, 3395.2712708129734, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.840442,0
792,"[0, -1, -1, 3401.6117130552416, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",7.262709,0
793,"[0, -1, -1, 3406.3744222710684, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.195385,0
794,"[2, -1, -1, 3414.0698072646933, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",2.036956,0
795,"[0, -1, -1, 3413.6067633102643, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.963383,0
796,"[0, -1, -1, 3420.0701462103607, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.608817,0
797,"[0, -1, -1, 3427.178963582631, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",7.648035,0
798,"[0, -1, -1, 3432.326998627799, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.419585,0
799,"[0, -1, -1, 3438.2465838673907, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.058931,0
800,"[0, -1, -1, 3444.80551502844, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.422612,0
801,"[0, -1, -1, 3452.728127005939, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.854538,0
802,"[0, -1, -1, 3462.0826653442064, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.830647,0
803,"[0, -1, -1, 3469.4133122965063, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.834430,0
804,"[0, -1, -1, 3477.7477419803263, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.280457,0
805,"[0, -1, -1, 3485.5281985424567, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.061184,0
806,"[0, -1, -1, 3492.0893823952956, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.314923,0
807,"[0, -1, -1, 3499.9043053502046, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.483658,0
808,"[0, -1, -1, 3507.887963171954, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.687281,0
809,"[2, -1, -1, 3515.0752436992207, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",0.612618,0
810,"[0, -1, -1, 3513.1878612357073, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.272539,0
811,"[0, -1, -1, 3520.9604000226986, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.896692,0
812,"[0, -1, -1, 3529.3570921254654, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.850722,0
813,"[0, -1, -1, 3535.7078141588454, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.635089,0
814,"[0, -1, -1, 3542.842903155096, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.039364,0
815,"[0, -1, -1, 3551.382267375582, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.817225,0
816,"[0, -1, -1, 3560.6994925473186, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.008494,0
817,"[0, -1, -1, 3566.2079864980205, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.317607,0
818,"[0, -1, -1, 3574.025593950851, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.212161,0
819,"[0, -1, -1, 3581.7377551812956, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.669230,0
820,"[0, -1, -1, 3587.9069847960413, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.684105,0
821,"[0, -1, -1, 3597.091089880111, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",7.935034,0
822,"[0, -1, -1, 3602.5261235975454, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.529148,0
823,"[0, -1, -1, 3609.5552720737487, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.342636,0
824,"[1, -1, -1, 3616.397907629549, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",3.380119,0
825,"[0, -1, -1, 3617.2780268004894, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.451560,0
826,"[0, -1, -1, 3623.229587221122, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.166518,0
827,"[0, -1, -1, 3628.8961048196566, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.620890,0
828,"[0, -1, -1, 3636.0169952900733, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",7.652395,0
829,"[0, -1, -1, 3641.1693905201246, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.032269,0
830,"[0, -1, -1, 3648.701659953758, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.560008,0
831,"[0, -1, -1, 3654.7616681735685, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",12.220847,0
832,"[0, -1, -1, 3664.4825148898985, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.881262,0
833,"[0, -1, -1, 3672.863777353991, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.054348,0
834,"[0, -1, -1, 3680.418125553656, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.979706,0
835,"[0, -1, -1, 3687.8978318030768, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.822194,0
836,"[0, -1, -1, 3694.220025342681, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.643665,0
837,"[0, -1, -1, 3702.363690679797, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.021861,0
838,"[0, -1, -1, 3709.885551870937, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",7.994902,0
839,"[0, -1, -1, 3715.3804542436174, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.613584,0
840,"[0, -1, -1, 3723.4940379611853, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.865881,0
841,"[0, -1, -1, 3730.8599193325645, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.442573,0
842,"[0, -1, -1, 3738.802492029265, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.677039,0
843,"[2, -1, -1, 3746.9795307709614, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",1.543364,0
844,"[1, -1, -1, 3746.0228949053608, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",2.527246,0
845,"[0, -1, -1, 3746.0501405196487, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.328483,0
846,"[0, -1, -1, 3753.878623173787, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.703832,0
847,"[0, -1, -1, 3762.0824555386725, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.111640,0
848,"[0, -1, -1, 3769.694095380223, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.359392,0
849,"[0, -1, -1, 3776.5534874255786, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.181028,0
850,"[0, -1, -1, 3784.2345150682922, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.276879,0
851,"[0, -1, -1, 3792.0113944994564, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.713079,0
852,"[0, -1, -1, 3799.2244732407794, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.515121,0
853,"[0, -1, -1, 3807.239594014529, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.700858,0
854,"[0, -1, -1, 3813.4404522106265, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.358988,0
855,"[0, -1, -1, 3821.299440611097, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.774407,0
856,"[0, -1, -1, 3828.573847459812, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.200629,0
857,"[0, -1, -1, 3835.2744760160203, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.897806,0
858,"[0, -1, -1, 3844.6722816568445, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.351596,0
859,"[0, -1, -1, 3852.52387794889, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.328569,0
860,"[0, -1, -1, 3859.3524470490524, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.111803,0
861,"[0, -1, -1, 3865.9642495753396, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.382606,0
862,"[0, -1, -1, 3874.846855230813, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.289229,0
863,"[0, -1, -1, 3882.6360840914203, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.927779,0
864,"[0, -1, -1, 3889.0638631274246, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.451629,0
865,"[0, -1, -1, 3897.015491732107, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.052191,0
866,"[0, -1, -1, 3904.5676825015153, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.955142,0
867,"[0, -1, -1, 3913.0228249774614, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.787595,0
868,"[0, -1, -1, 3920.310420042289, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.925363,0
869,"[0, -1, -1, 3927.7357830761657, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.784109,0
870,"[0, -1, -1, 3936.019891917949, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.355744,0
871,"[0, -1, -1, 3944.875636026822, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.647383,0
872,"[0, -1, -1, 3952.023019230971, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.631390,0
873,"[0, -1, -1, 3958.15440940869, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.535619,0
874,"[0, -1, -1, 3965.19002874888, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.331567,0
875,"[0, -1, -1, 3972.0215959359266, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",7.799459,0
876,"[0, -1, -1, 3977.3210549499995, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.827365,0
877,"[1, -1, -1, 3983.6484200300715, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",1.823826,0
878,"[0, -1, -1, 3982.9722465286413, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.076591,0
879,"[0, -1, -1, 3991.5488373613684, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.681447,0
880,"[0, -1, -1, 3999.7302844309047, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.694457,0
881,"[0, -1, -1, 4006.9247416629323, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.192316,0
882,"[0, -1, -1, 4014.6170576694685, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.509797,0
883,"[0, -1, -1, 4023.6268550812038, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.493773,0
884,"[0, -1, -1, 4030.62062767273, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.981445,0
885,"[1, -1, -1, 4038.102072247035, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",0.162005,0
886,"[0, -1, -1, 4035.764076810702, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.977637,0
887,"[0, -1, -1, 4044.2417137415846, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.048715,0
888,"[1, -1, -1, 4052.7904283912826, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",2.757573,0
889,"[0, -1, -1, 4053.048001386381, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.036204,0
890,"[0, -1, -1, 4059.584205772046, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.570762,0
891,"[0, -1, -1, 4066.6549681998326, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.021241,0
892,"[0, -1, -1, 4072.176209478534, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.743040,0
893,"[0, -1, -1, 4079.4192499414253, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.880638,0
894,"[0, -1, -1, 4085.799887696247, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.087477,0
895,"[2, -1, -1, 4094.3873646823295, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",0.257024,0
896,"[0, -1, -1, 4092.144388207629, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.359904,0
897,"[2, -1, -1, 4099.004292243912, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",0.392484,0
898,"[0, -1, -1, 4096.896776442964, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.032179,0
899,"[0, -1, -1, 4103.428955924027, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.939867,0
900,"[0, -1, -1, 4109.868822535645, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.683382,0
901,"[0, -1, -1, 4116.052204324384, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.182635,0
902,"[0, -1, -1, 4124.734839251269, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.669691,0
903,"[0, -1, -1, 4131.904530606972, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.023489,0
904,"[0, -1, -1, 4138.428019599298, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.051063,0
905,"[0, -1, -1, 4145.979082138961, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",12.254623,0
906,"[0, -1, -1, 4155.733705286288, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.103603,0
907,"[0, -1, -1, 4163.33730824365, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.546354,0
908,"[0, -1, -1, 4171.383662261186, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.305311,0
909,"[0, -1, -1, 4179.188973046877, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.526698,0
910,"[0, -1, -1, 4187.215670989403, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.985503,0
911,"[0, -1, -1, 4195.701173777721, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.979584,0
912,"[0, -1, -1, 4203.180757706199, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.905453,0
913,"[0, -1, -1, 4209.586210690372, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.754292,0
914,"[0, -1, -1, 4217.840503006574, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.236105,0
915,"[0, -1, -1, 4224.576607709536, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.481110,0
916,"[2, -1, -1, 4231.557717454334, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",0.672488,0
917,"[0, -1, -1, 4229.730205033327, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",13.136592,0
918,"[0, -1, -1, 4240.3667968588115, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.027055,0
919,"[0, -1, -1, 4248.893852253011, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.595997,0
920,"[0, -1, -1, 4256.989849692034, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.922662,0
921,"[0, -1, -1, 4263.412511589607, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.129560,0
922,"[0, -1, -1, 4272.042071268134, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.722818,0
923,"[0, -1, -1, 4280.264889509429, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.379031,0
924,"[0, -1, -1, 4288.143920884396, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.760184,0
925,"[0, -1, -1, 4294.404104803421, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.610261,0
926,"[0, -1, -1, 4302.51436546285, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.542978,0
927,"[0, -1, -1, 4309.557343780068, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.927894,0
928,"[0, -1, -1, 4315.9852380506445, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.144179,0
929,"[0, -1, -1, 4322.629416684918, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.194022,0
930,"[0, -1, -1, 4330.323438836233, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.462079,0
931,"[0, -1, -1, 4339.285517535558, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.939310,0
932,"[0, -1, -1, 4347.724827640133, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.347112,0
933,"[1, -1, -1, 4355.571939420309, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",1.872605,0
934,"[0, -1, -1, 4354.944544168198, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.465009,0
935,"[0, -1, -1, 4362.909552754301, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",8.810073,0
936,"[0, -1, -1, 4369.219625510168, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.105989,0
937,"[0, -1, -1, 4376.825614161012, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",10.799421,0
938,"[0, -1, -1, 4385.125034944165, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.262284,0
939,"[2, -1, -1, 4391.887318969114, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",0.303855,0
940,"[0, -1, -1, 4389.691174080249, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",11.446219,0
941,"[0, -1, -1, 4398.637393563345, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",9.430748,0
942,"[0, -1, -1, 4405.568141406237, -2.5700565645605193, -3.6558885592179298]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",12.211341,0
